[2025-09-16 11:12] Env=simple_spread_v3, num_actor=2, is_continuous=False, (last50)
Ep, Ep_return, Ep_Length, Actor_Los, Critic_Loss, Avg_Entropy
11400: -29.468, 25.000, -0.649, 0.707, 0.824
11450: -29.996, 25.000, 0.227, 0.490, 0.818
11500: -31.536, 25.000, 0.073, 0.633, 0.836
Model saved at episode 11500
11550: -29.617, 25.000, -0.023, 0.606, 0.818
11600: -27.006, 25.000, 0.214, 0.365, 0.787
11650: -30.835, 25.000, 0.876, 0.537, 0.815
11700: -31.421, 25.000, -0.062, 0.723, 0.801
11750: -32.142, 25.000, -0.589, 0.565, 0.777
11800: -33.504, 25.000, 0.631, 0.460, 0.820
11850: -29.946, 25.000, 0.494, 0.504, 0.811
11900: -31.344, 25.000, 0.669, 0.753, 0.865
11950: -30.228, 25.000, -0.317, 0.694, 0.885
12000: -32.850, 25.000, -0.652, 0.538, 0.879
Model saved at episode 12000
12050: -30.584, 25.000, -0.717, 0.459, 0.856
12100: -29.851, 25.000, 1.430, 0.300, 0.820
12150: -31.553, 25.000, 2.122, 0.468, 0.817
12200: -29.618, 25.000, -0.034, 0.752, 0.831
12250: -31.106, 25.000, -0.093, 0.516, 0.804
12300: -29.976, 25.000, -0.441, 0.449, 0.814
12350: -29.234, 25.000, 0.349, 0.396, 0.821
12400: -30.974, 25.000, 0.738, 0.424, 0.816
12450: -28.394, 25.000, -0.230, 0.433, 0.853
12500: -28.905, 25.000, -0.178, 0.417, 0.886
Model saved at episode 12500
12550: -31.773, 25.000, 0.311, 0.476, 0.846
12600: -30.057, 25.000, -0.495, 0.536, 0.825
12650: -27.562, 25.000, -0.397, 0.339, 0.798
12700: -28.767, 25.000, 0.269, 0.593, 0.784
12750: -29.713, 25.000, 1.519, 0.266, 0.751
12800: -29.646, 25.000, -0.089, 0.526, 0.790
12850: -30.591, 25.000, -0.388, 0.490, 0.805
12900: -29.274, 25.000, -0.173, 0.363, 0.761
12950: -31.118, 25.000, 0.491, 0.421, 0.779
13000: -31.118, 25.000, 0.009, 0.530, 0.779
Model saved at episode 13000
13050: -30.694, 25.000, -0.538, 0.542, 0.773
13100: -31.251, 25.000, 0.986, 0.361, 0.821
13150: -26.745, 25.000, -0.132, 0.459, 0.860
13200: -28.968, 25.000, -0.091, 0.539, 0.857
13250: -29.304, 25.000, -0.370, 0.383, 0.827
13300: -29.707, 25.000, 0.163, 0.230, 0.809
13350: -31.114, 25.000, 0.151, 0.414, 0.856
13400: -29.067, 25.000, -0.327, 0.493, 0.846
13450: -30.398, 25.000, -0.315, 0.539, 0.843
13500: -30.590, 25.000, -0.231, 0.526, 0.870
Model saved at episode 13500
13550: -30.709, 25.000, -0.430, 0.476, 0.826
13600: -31.977, 25.000, 0.418, 0.571, 0.824
13650: -29.340, 25.000, 0.994, 0.321, 0.834
13700: -31.024, 25.000, 0.473, 0.488, 0.855
13750: -28.978, 25.000, -0.198, 0.456, 0.825
13800: -30.369, 25.000, 0.001, 0.433, 0.857
13850: -31.331, 25.000, -0.177, 0.492, 0.816
13900: -29.915, 25.000, 0.103, 0.392, 0.840
13950: -28.061, 25.000, 0.407, 0.413, 0.839
14000: -28.922, 25.000, -0.003, 0.467, 0.817
Model saved at episode 14000
14050: -30.168, 25.000, -0.471, 0.691, 0.882
14100: -30.198, 25.000, -0.520, 0.398, 0.850
14150: -29.275, 25.000, 0.841, 0.372, 0.875
14200: -31.360, 25.000, 1.256, 0.355, 0.860
14250: -30.945, 25.000, 0.025, 0.513, 0.855
14300: -29.416, 25.000, 0.333, 0.585, 0.864
14350: -30.788, 25.000, 1.019, 0.349, 0.850
14400: -27.272, 25.000, 0.146, 0.407, 0.829
14450: -28.117, 25.000, 0.650, 0.341, 0.845
14500: -32.048, 25.000, -0.010, 0.565, 0.846
Model saved at episode 14500
14550: -32.838, 25.000, -0.431, 0.522, 0.815
14600: -32.979, 25.000, 1.122, 0.414, 0.820
14650: -30.779, 25.000, 0.001, 0.510, 0.824
